id,age,income,tenure9,district
18360,4,7,16.16,1200
18361,7,9,31.16,1200
18362,,,9.75,1200
18363,2,9,4.25,1200
18364,4,7,20.5,1200
18365,3,6,11.33,1200
18366,,,14.16,1200
18367,3,3,12.5,1300
18368,,,3.58,1100
18369,7,4,26.16,1200
18370,3,7,15.5,1200
18371,,,1.58,1200
18372,4,4,1.08,1300
18373,,,2.25,1100
18374,,,5,1200
18375,6,5,7.08,1200
18376,,,2.08,1200
18377,7,3,9.5,1200
18378,2,6,5.41,1200
18379,4,9,13.08,1200
18380,,,2.66,1200
18381,,,11.5,1200
18382,,,3.91,1200
18383,5,5,16.66,1200
18384,1,,3.66,1200
18385,,,1.58,1300
18386,2,4,3.75,1200
18387,3,2,6.58,1200
18388,6,6,13.16,1200
18389,,,8.16,1200
18390,,,6.08,1200
18391,6,2,26.41,1200
18392,5,8,4.25,1200
18393,3,4,7,1200
18394,7,9,32.58,1200
18395,3,1,1.83,1200
18396,2,6,3.16,1200
18397,2,7,3.66,1200
18398,7,1,20.58,1200
18399,4,3,6.58,1100
18400,2,4,8.58,1200
18401,2,8,4.41,1200
18402,4,5,4.66,1300
18403,3,9,7.25,1200
18404,7,3,24.08,1200
18405,3,1,3.33,1200
18406,5,1,3,1200
18407,,,0.83,1300
18408,3,9,11.66,1200
18409,,,2.41,1200
18410,4,4,3.83,1200
18411,4,1,4.91,1200
18412,5,7,7.33,1200
18413,3,5,7.25,1200
18414,2,6,1,1200
18415,1,3,5.75,1200
18416,7,1,12.41,1200
18417,4,7,12.83,1200
18418,4,1,1.25,1200
18419,3,6,10.41,1200
18420,7,4,22.08,1200
18421,,,18,1200
18422,4,3,7.41,1200
18423,2,5,4.58,1200
18424,1,5,2.5,1100
18425,3,6,4.66,1300
18426,3,5,3.83,1100
18427,,,5.25,1200
18428,4,5,9.41,1200
18429,3,8,7,1200
18430,5,7,5.41,1200
18431,,2,3.58,1100
18432,4,3,14.16,1200
18433,3,6,10,1200
18434,3,9,11.25,1200
18435,4,9,2.58,1200
18436,5,8,11.25,1200
18437,1,3,3.08,1200
18438,3,6,12.66,1300
18439,2,9,3,1200
18440,3,6,12.08,1200
18441,4,8,8.91,1200
18442,3,6,18.25,1300
18443,,,0.83,1300
18444,2,1,3.08,1200
18445,5,3,22.5,1200
18446,,,10.91,1300
18447,,,6,1200
18448,4,9,3.58,1200
18449,2,4,10.33,1200
18450,5,4,5.25,1200
18451,4,7,12.75,1200
18452,,,4.5,1200
18453,5,1,5.66,1200
18454,3,5,5.25,1300
18455,,,13.33,1200
18456,3,6,7.16,1200
18457,5,6,23.75,1200
18458,3,7,0.5,1200
18459,,,6.25,1200
18460,,6,14.08,1200
18461,7,4,22.25,1200
18462,1,5,0.75,1200
18463,4,4,7.41,1200
18464,4,6,10.75,1200
18465,6,7,22.83,1300
18466,,,23.58,1100
18467,4,9,17.66,1200
18468,7,9,5.16,1200
18469,,,0.41,1200
18470,1,9,3.91,1200
18471,7,6,4.91,1200
18472,,,1.66,1200
18473,3,7,1.41,1200
18474,6,4,15.25,1200
18475,3,6,3.41,1200
18476,7,8,7.66,1200
18477,,,7.25,1100
18478,5,6,26.08,1300
18479,5,7,1.91,1200
18480,7,8,10.83,1200
18481,2,1,5.58,1100
18482,,,30.58,1200
18483,2,1,4.33,1200
18484,,,4.91,1200
18485,3,6,7.5,1300
18486,,,19.83,1200
18487,1,3,1.5,1200
18488,6,6,3.33,1200
18489,6,5,15.25,1200
18490,3,6,6.25,1300
18491,2,6,18.75,1300
18492,,,9.83,1200
18493,5,4,20.41,1200
18494,3,7,5.75,1300
18495,2,4,2.41,1200
18496,6,6,2.41,1200
18497,3,6,6.58,1200
18498,3,6,5.08,1200
18499,,,2.83,1300
18500,4,2,22.08,1200
18501,3,9,4,1200
18502,4,5,22.08,1200
18503,,,0.91,1200
18504,4,9,10.58,1200
18505,1,3,16.33,1200
18506,6,9,28,1200
18507,4,9,8.75,1200
18508,4,9,2.66,1200
18509,4,9,13.58,1200
18510,7,3,30.08,1200
18511,,1,0.25,1200
18512,3,5,4.5,1200
18513,3,4,2.41,1200
18514,4,9,7.83,1200
18515,7,3,16,1200
18516,4,5,8.41,1200
18517,4,7,9.33,1200
18518,3,7,6.41,1100
18519,7,3,5.16,1200
18520,5,8,26.75,1100
18521,,,25.66,1200
18522,2,1,7.08,1200
18523,4,6,8.25,1200
18524,2,5,13.83,1300
18525,5,9,22.91,1200
18526,3,5,9.16,1200
18527,3,6,0.91,1200
18528,7,7,27.08,1200
18529,7,3,17.16,1200
18530,,,1.25,1200
18531,,,10.08,1100
18532,4,7,1.16,1300
18533,6,3,1.08,1200
18534,3,,1.58,1200
18535,6,1,1,1300
18536,,,5,1200
18537,,,3.58,1200
18538,4,7,7.91,1300
18539,2,6,14.58,1200
18540,3,6,0.5,1100
18541,,,5.75,1300
18542,,,3.58,1200
18543,4,6,7,1200
18544,4,7,2.08,1200
18545,3,2,0.66,1200
18546,2,6,4.41,1200
18547,7,6,10,1200
18548,4,6,8.16,1300
18549,5,6,14,1200
18550,4,8,6.08,1200
18551,3,6,3.25,1200
18552,6,3,19.91,1300
18553,3,7,6.91,1300
18554,,,1.33,1200
18555,,6,5.66,1200
18556,,,11.75,1200
18557,2,2,15.33,1200
18558,,,2,1200
18559,1,4,0.66,1200
18560,,,19.91,1300
18561,7,3,24.5,1300
18562,4,6,15.66,1200
18563,,,3.08,1200
18564,2,1,3.5,1100
18565,,,6.58,1300
18566,1,3,1.16,1200
18567,4,6,24.75,1200
18568,,,18.91,1200
18569,3,2,13.5,1200
18570,,,19.91,1200
18571,3,5,13.5,1200
18572,5,9,28.5,1200
18573,7,3,9.75,1100
18574,,,4.75,1200
18575,3,3,3.33,1200
18576,4,7,14.41,1200
18577,3,3,7.08,1200
18578,3,3,11.16,1200
18579,4,1,16.08,1200
18580,3,9,19.66,1200
18581,2,9,5.5,1200
18582,5,6,2.66,1200
18583,4,6,0.91,1200
18584,4,5,7.08,1200
18585,7,3,18.75,1200
18586,,,5.58,1200
18587,1,5,14.58,1200
18588,3,1,4.33,1100
18589,3,7,4.41,1200
18590,,,6.5,1200
18591,2,5,7.58,1200
18592,,,7.25,1200
18593,2,6,7.41,1200
18594,5,9,3,1200
18595,,,6.33,1200
18596,,,0.83,1300
18597,3,6,6.75,1300
18598,,,3.66,1200
18599,3,7,6,1200
18600,5,6,28.33,1200
18601,6,1,4.16,1200
18602,,,3.58,1300
18603,4,1,5.91,1200
18604,,,23.08,1200
18605,3,6,9.83,1200
18606,6,8,30.83,1100
18607,,,1.58,1200
18608,,,31.5,1200
18609,4,8,3.25,1200
18610,6,6,6.91,1300
18611,3,3,5.5,1200
18612,,,29.33,1300
18613,,,6.41,1200
18614,4,4,4.66,1100
18615,6,6,3.25,1200
18616,2,6,3.41,1200
18617,6,9,16.16,1200
18618,,,0.66,1200
18619,3,6,0.33,1200
18620,,,3.41,1100
18621,2,2,6.58,1200
18622,,,5.33,1300
18623,7,6,22.25,1200
18624,,,0.58,1200
18625,1,8,8.66,1200
18626,3,9,7.58,1200
18627,,,16.41,1200
18628,3,8,6.58,1200
18629,4,4,2.08,1300
18630,7,3,6.66,1200
18631,3,9,3.16,1200
18632,4,8,14.41,1200
18633,,,0.25,1200
18634,2,,0.66,1200
18635,,,1.08,1200
18636,7,4,6.25,1200
18637,,,5.41,1200
18638,,,5.16,1200
18639,5,7,13.16,1200
18640,4,2,5.16,1200
18641,2,,10.33,1200
18642,6,5,29.33,1300
18643,5,9,16.25,1200
18644,,,1.83,1100
18645,,,30.75,1200
18646,,,1.33,1100
18647,3,6,3.58,1200
18648,,,0.91,1200
18649,,,9.5,1100
18650,4,6,11.25,1200
18651,,,1.5,1200
18652,6,6,4.25,1200
18653,4,3,1.16,1200
18654,7,4,22.33,1100
18655,3,6,14.08,1200
18656,,,15.16,1200
18657,3,4,0.75,1200
18658,4,2,8.58,1200
18659,,,12.58,1200
18660,3,6,10.5,1200
18661,,,2.75,1300
18662,3,6,6.83,1100
18663,3,6,8.58,1200
18664,2,4,7.16,1200
18665,,,4.66,1200
18666,5,6,29.91,1200
18667,6,7,17.75,1200
18668,4,8,24,1200
18669,4,7,6.91,1200
18670,4,6,19.91,1300
18671,2,3,2.66,1200
18672,,,0.33,1200
18673,,,12.41,1100
18674,6,,10.91,1200
18675,,,9.5,1200
18676,,,2.33,1200
18677,2,9,11.16,1200
18678,7,2,10.58,1200
18679,3,9,22.5,1200
18680,5,9,5.08,1200
18681,2,6,6.5,1200
18682,,,1.5,1200
18683,7,4,12.83,1100
18684,4,9,6.75,1200
18685,2,,0.41,1200
18686,1,8,13.83,1200
18687,1,6,9.5,1200
18688,7,6,6.66,1300
18689,2,1,2.91,1200
18690,,,4.66,1200
18691,3,7,3.83,1200
18692,4,9,18.58,1300
18693,,,11.5,1200
18694,5,5,20.41,1100
18695,,,1.25,1200
18696,4,8,15.83,1100
18697,5,6,24.16,1200
18698,,,22.41,1200
18699,4,1,13,1200
18700,7,3,21.25,1200
18701,3,3,11.5,1200
18702,2,1,0.41,1300
18703,4,7,15,1200
18704,,,6.91,1200
18705,5,3,10.75,1200
18706,,,3.75,1200
18707,6,8,11.16,1200
18708,4,6,14.5,1200
18709,,,1,1200
18710,3,5,5.5,1100
18711,4,7,1.75,1200
18712,3,7,6.41,1200
18713,5,8,13.75,1200
18714,6,9,18.75,1200
18715,,,3.33,1200
18716,,,34.08,1300
18717,4,1,5.83,1200
18718,,,1.58,1200
18719,2,7,5.33,1200
18720,,,6.83,1100
18721,,,17.5,1200
18722,,,1.5,1200
18723,3,5,6.16,1200
18724,1,6,6.16,1200
18725,6,3,16.66,1200
18726,4,5,18.08,1200
18727,4,6,5.91,1200
18728,6,1,9.41,1200
18729,4,5,2.83,1300
18730,7,1,0.75,1200
18731,1,,3,1200
18732,,,3.33,1200
18733,6,4,8.5,1200
18734,,,19.58,1200
18735,,,8.66,1200
18736,3,6,4.66,1200
18737,6,4,24.33,1200
18738,7,3,0.16,1200
18739,3,3,7.41,1100
18740,2,3,6.5,1200
18741,,,10.83,1200
18742,6,3,24,1200
18743,5,3,16.41,1200
18744,4,3,1.91,1200
18745,2,9,2.33,1200
18746,2,8,9.91,1200
18747,4,6,7.16,1100
18748,3,6,6.33,1200
18749,3,6,8.91,1200
18750,7,3,8.16,1200
18751,,,20.5,1200
18752,4,6,18.5,1200
18753,3,1,2.91,1200
18754,,,11.75,1200
18755,,,12.41,1200
18756,3,8,2.08,1300
18757,,,8.25,1200
18758,3,6,12.41,1300
18759,5,5,12,1200
18760,6,4,22.58,1300
18761,2,4,1.33,1200
18762,3,3,3.83,1200
18763,,,1.66,1100
18764,4,4,18.83,1200
18765,1,5,1.41,1200
18766,4,6,12.5,1200
18767,,,7.33,1200
18768,3,5,8.41,1200
18769,,,3.91,1200
18770,,,7.75,1200
18771,2,6,8.58,1200
18772,7,2,17.16,1300
18773,,,1.91,1200
18774,4,9,6.66,1200
18775,7,9,5.83,1200
18776,7,1,7.66,1200
18777,7,3,14.33,1200
18778,4,6,23.16,1200
18779,4,9,21.75,1200
18780,,4,15.83,1300
18781,4,,23,1200
18782,3,5,20.08,1300
18783,3,7,16.41,1200
18784,2,6,8.75,1200
18785,3,6,15.08,1200
18786,,,13.58,1200
18787,,,2,1200
18788,,,5.33,1200
18789,,,8.75,1200
18790,,,32.41,1200
18791,5,5,4.66,1200
18792,,,16.75,1300
18793,,,7.41,1200
18794,,,7.83,1200
18795,4,4,16.41,1200
18796,2,9,12.83,1200
18797,7,1,34.5,1200
18798,,,13.41,1200
18799,1,2,2.5,1200
18800,3,3,19.58,1100
18801,7,9,22.08,1200
18802,2,9,6.08,1200
18803,2,6,3.16,1200
18804,6,3,3.5,1200
18805,4,9,15.75,1200
18806,2,5,7.5,1200
18807,5,6,38.08,1100
18808,7,6,3.5,1300
18809,4,4,19.75,1200
18810,2,8,11.58,1200
18811,5,3,17.66,1200
18812,4,9,25.25,1200
18813,4,4,1.75,1200
18814,,,7.41,1200
18815,4,8,9.41,1200
18816,5,6,1.16,1200
18817,4,6,8.91,1200
18818,6,6,2.16,1200
18819,,2,1.83,1300
18820,2,3,4.16,1200
18821,4,5,5.91,1200
18822,2,3,7.58,1200
18823,4,9,10.83,1200
18824,,,17.5,1200
18825,7,3,16.5,1200
18826,,,11.16,1200
18827,5,6,18.58,1200
18828,4,6,7.41,1300
18829,4,4,0.16,1200
18830,,,16.91,1200
18831,,,0.41,1200
18832,5,5,26.25,1200
18833,2,2,5.66,1300
18834,,,16.5,1200
18835,4,6,22.41,1100
18836,,,1.5,1300
18837,5,6,0.25,1300
18838,5,6,15.66,1200
18839,6,1,1.5,1100
18840,,,9,1200
18841,,,18.25,1200
18842,4,6,4.66,1200
18843,4,9,21,1100
18844,,,10.83,1300
18845,3,3,3.83,1200
18846,,,2.25,1200
18847,4,6,5.58,1200
18848,5,7,26.66,1100
18849,3,8,10.08,1200
18850,,,4.33,1200
18851,4,7,7.91,1300
18852,,6,22.25,1200
18853,5,6,19.58,1200
18854,7,1,20.08,1200
18855,,,9,1300
18856,3,1,1.33,1100
18857,4,6,11,1300
18858,3,3,10.33,1200
18859,,,10.33,1200
18860,5,9,10.83,1200
18861,6,4,2.41,1200
18862,6,4,30.5,1200
18863,2,6,14.41,1300
18864,4,8,26.16,1200
18865,5,7,3.41,1200
18866,5,6,24.33,1200
18867,4,7,12.33,1200
18868,,,36.25,1200
18869,4,7,13.41,1300
18870,4,4,17.25,1200
18871,5,6,24.08,1200
18872,,,1.91,1200
18873,3,1,6.58,1200
18874,6,1,11.58,1100
18875,5,4,10.83,1200
18876,7,6,22.08,1200
18877,4,4,1.41,1100
18878,,,15.33,1200
18879,7,,13.33,1200
18880,,,5,1200
18881,7,6,20.5,1100
18882,4,9,6,1200
18883,,,11.41,1200
18884,7,1,1.41,1300
18885,4,6,5.66,1100
18886,3,3,3.91,1200
18887,,5,2.66,1200
18888,,,0.83,1200
18889,,,9.41,1200
18890,7,2,8.75,1200
18891,6,5,6.75,1200
18892,5,4,30.5,1200
18893,,,22.25,1200
18894,3,9,12.83,1200
18895,,,17.41,1300
18896,4,2,12.66,1200
18897,2,1,6.16,1100
18898,5,9,6.41,1200
18899,7,1,24.83,1200
18900,4,9,15.58,1200
18901,4,6,1.58,1200
18902,2,,6,1200
18903,2,5,4.33,1300
18904,3,1,1.16,1200
18905,4,2,4.25,1100
18906,3,6,4.25,1200
18907,3,5,11.75,1300
18908,4,6,23.41,1200
18909,4,1,6.41,1100
18910,7,6,3.5,1200
18911,4,6,3.83,1200
18912,2,6,5.5,1200
18913,4,5,5.91,1200
18914,6,6,23.08,1300
18915,2,9,3.91,1200
18916,3,6,1.91,1200
18917,7,1,6.66,1300
18918,3,6,12.5,1200
18919,3,9,7.33,1200
18920,,,0.66,1200
18921,,,4.08,1200
18922,5,1,9.58,1200
18923,,5,0.75,1200
18924,2,8,1,1200
18925,7,6,5,1200
18926,,,30.08,1200
18927,,,1.91,1200
18928,3,7,19.33,1200
18929,,,7.41,1200
18930,3,6,16.33,1200
18931,3,6,14.41,1200
18932,4,3,4.5,1200
18933,3,5,7.25,1300
18934,1,2,9.33,1200
18935,3,1,5.25,1200
18936,6,7,20.33,1300
18937,3,4,2.33,1300
18938,3,1,5.83,1300
18939,,,8.41,1200
18940,6,4,24.33,1200
18941,,,2.75,1300
18942,5,1,3.41,1200
18943,7,1,1.41,1200
18944,4,6,6.5,1300
18945,2,6,3.66,1200
18946,5,9,8.66,1200
18947,6,3,31.33,1200
18948,7,4,34.33,1100
18949,5,6,9.5,1300
18950,2,4,3.75,1300
18951,2,6,6.08,1200
18952,4,8,9.75,1300
18953,3,8,3.08,1300
18954,4,8,9.75,1200
18955,5,9,5.41,1200
18956,3,9,5.5,1200
18957,6,4,7.58,1200
18958,6,4,4.5,1200
18959,4,5,8.08,1100
18960,3,6,15.5,1200
18961,7,2,29.75,1200
18962,4,8,0.83,1200
18963,2,5,8.16,1200
18964,3,7,10.41,1200
18965,3,5,7.41,1200
18966,7,8,3.91,1200
18967,,3,3.16,1200
18968,,,1.75,1200
18969,2,7,5.66,1200
18970,7,4,26.66,1200
18971,2,8,6.58,1200
18972,7,3,22.91,1200
18973,4,9,23.58,1200
18974,6,7,8.16,1200
18975,,,22.33,1100
18976,4,6,7.08,1200
18977,,,1.91,1200
18978,3,3,8.66,1300
18979,2,6,19,1200
18980,,,26.16,1200
18981,7,7,25.16,1200
18982,,,15.75,1200
18983,4,1,25.16,1300
18984,4,9,15.5,1200
18985,,,1.83,1200
18986,3,9,17.66,1200
18987,3,6,6.91,1200
18988,7,7,11,1200
18989,4,7,8.83,1200
18990,1,6,4.58,1200
18991,4,6,6.33,1300
18992,7,2,27.58,1200
18993,,,2.66,1200
18994,4,9,10.41,1200
18995,4,5,24,1300
18996,,,28.41,1200
18997,6,6,11.08,1300
18998,3,3,10.66,1200
18999,4,7,3.58,1200
19000,6,6,31.58,1100
19001,2,1,7.41,1100
19002,4,9,17.08,1200
19003,4,9,0.83,1200
19004,4,4,16.5,1300
19005,3,7,7.66,1200
19006,3,7,13,1200
19007,2,6,5.08,1200
19008,3,8,1.75,1200
19009,7,6,14.58,1200
19010,4,5,4.5,1300
19011,3,4,3.25,1200
19012,3,9,20.16,1200
19013,4,6,23.66,1200
19014,5,4,24.75,1200
19015,4,6,7.41,1200
19016,4,6,5,1200
19017,6,5,9.5,1200
19018,3,7,10.16,1200
19019,5,4,2.25,1300
19020,4,7,14.66,1200
19021,3,6,11.91,1200
19022,,,8.16,1200
19023,4,6,1.58,1300
19024,5,9,16.25,1200
19025,4,6,15.41,1200
19026,7,4,1.41,1300
19027,3,9,14.91,1200
19028,,,8.33,1200
19029,2,1,7.66,1300
19030,5,9,13.08,1200
19031,1,5,2.66,1100
19032,4,6,1.41,1200
19033,6,3,14.66,1200
19034,,,8,1200
19035,7,4,5.91,1300
19036,,,1.83,1200
19037,3,3,9.75,1200
19038,,,2,1100
19039,4,9,15.16,1200
19040,3,5,14.58,1200
19041,5,5,16.41,1200
19042,3,6,1.08,1200
19043,,,3.5,1200
19044,3,5,15.75,1200
19045,,,1.41,1200
19046,,,6.91,1200
19047,1,8,2.58,1300
19048,,,0.41,1200
19049,4,9,2.08,1200
19050,4,6,4.75,1200
19051,,,1.5,1200
19052,6,5,4.16,1200
19053,6,1,36.16,1100
19054,7,8,25.5,1200
19055,4,6,8.25,1200
19056,3,6,5.5,1200
19057,,,1.58,1200
19058,,,5,1200
19059,3,8,6.08,1200
19060,4,6,2.5,1200
19061,3,1,2.66,1100
19062,4,6,12.5,1200
19063,,,1.33,1200
19064,4,9,4.41,1200
19065,4,5,23.66,1200
19066,2,7,5,1200
19067,3,9,4.41,1200
19068,6,3,8.58,1200
19069,3,4,6.5,1100
19070,,,17.5,1200
19071,,,10.25,1200
19072,6,8,14.83,1200
19073,4,3,2.75,1200
19074,5,6,26.25,1100
19075,7,4,29.25,1100
19076,,,29.91,1200
19077,4,7,14.75,1200
19078,3,3,6.5,1200
19079,4,6,11.33,1200
19080,3,2,5.83,1200
19081,4,6,15.91,1200
19082,4,3,16.66,1200
19083,,,10.25,1200
19084,3,4,22,1200
19085,2,4,7.5,1200
19086,3,3,11.08,1200
19087,3,3,7.41,1200
19088,5,3,29.75,1200
19089,,3,15.5,1300
19090,5,9,38.83,1200
19091,5,3,4.25,1200
19092,3,7,6.5,1100
19093,,,2.41,1200
19094,4,9,14.58,1200
19095,,,3.5,1200
19096,2,6,3,1200
19097,,,17.41,1300
19098,,,4.5,1200
19099,4,4,6.75,1300
19100,3,7,7.41,1200
19101,,,1.58,1200
19102,4,7,13.08,1200
19103,3,6,7.58,1200
19104,5,5,1.33,1100
19105,4,6,23.16,1200
19106,,,18.16,1100
19107,,,2.58,1200
19108,7,3,4.75,1300
19109,,,4.75,1200
19110,5,2,2.33,1200
19111,4,3,11.83,1100
19112,6,5,10.75,1200
19113,2,,6.41,1200
19114,3,6,5.91,1200
19115,3,6,5.58,1200
19116,4,9,28.91,1200
19117,1,1,1.25,1100
19118,4,6,6.25,1200
19119,3,6,4.25,1200
19120,7,4,23.41,1300
19121,,,16.58,1100
19122,4,7,8.66,1200
19123,7,1,0.66,1300
19124,7,5,17.5,1200
19125,,,1.25,1200
19126,,,7.66,1200
19127,6,4,27,1200
19128,2,6,5.25,1200
19129,6,6,3.75,1200
19130,4,6,5.16,1200
19131,,,7.16,1200
19132,3,,0.33,1200
19133,,,7.33,1200
19134,6,4,2.83,1100
19135,7,5,9.75,1300
19136,3,9,12.58,1200
19137,2,6,16.58,1200
19138,2,9,7.83,1200
19139,4,3,7.41,1200
19140,,,13.5,1200
19141,5,5,21.33,1200
19142,,,5.33,1200
19143,3,6,3.41,1200
19144,1,6,2,1100
19145,2,2,7.5,1300
19146,3,8,7.25,1200
19147,1,3,1.16,1100
19148,4,9,11.58,1200
19149,7,2,8.58,1200
19150,6,7,26,1300
19151,3,6,6.58,1200
19152,7,5,30.66,1200
19153,7,3,37.66,1200
19154,6,2,25.33,1300
19155,,,17.66,1200
19156,,,22.33,1200
19157,,,23.08,1200
19158,4,3,6.25,1300
19159,3,6,8.83,1200
19160,,,5.41,1200
19161,4,6,4.58,1300
19162,1,3,7,1200
19163,3,3,2.58,1200
19164,,,13.33,1200
19165,5,6,23.33,1300
19166,6,7,20.25,1200
19167,6,7,24.25,1200
19168,4,7,3.83,1200
19169,4,8,14.08,1200
19170,,,19.41,1200
19171,2,3,4.58,1200
19172,,,3.16,1100
19173,,,4.75,1200
19174,7,9,3.58,1200
19175,2,1,7.5,1300
19176,,,6.83,1200
19177,5,7,9.66,1200
19178,7,,0.83,1200
19179,3,5,7.41,1300
19180,2,3,4.25,1200
19181,2,6,8.58,1200
19182,3,6,6.25,1200
19183,4,4,20.41,1200
19184,3,5,15.5,1200
19185,5,1,6,1100
19186,,,7.5,1200
19187,,,1.58,1300
19188,6,5,6.08,1200
19189,,,2.41,1300
19190,6,7,11.25,1200
19191,3,9,16.66,1200
19192,3,8,2,1200
19193,,,2.41,1200
19194,,,4.66,1200
19195,2,8,6.41,1200
19196,7,7,8.25,1200
19197,5,9,21.91,1200
19198,3,6,9.58,1200
19199,2,3,2.33,1200
19200,,,22.25,1200
19201,2,1,6.41,1100
19202,,,25.16,1300
19203,5,8,25.66,1100
19204,5,6,16.16,1200
19205,5,5,24.08,1200
19206,7,8,31.58,1200
19207,3,3,8.83,1200
19208,1,3,0.58,1200
19209,5,6,7.75,1200
19210,1,9,11.41,1300
19211,,,8.75,1100
19212,4,4,6.25,1300
19213,4,5,3.58,1200
19214,3,6,2.58,1200
19215,,,7.5,1200
19216,2,2,2.83,1200
19217,,,8.58,1200
19218,3,6,6.5,1100
19219,3,6,2.25,1300
19220,,,2.75,1200
19221,2,1,2.91,1200
19222,,,3.5,1200
19223,3,6,1.91,1300
19224,5,7,19.16,1300
19225,5,4,20.08,1200
19226,5,9,5.91,1200
19227,3,6,2.91,1200
19228,3,6,4.16,1200
19229,6,5,6.75,1200
19230,5,9,15.25,1200
19231,4,2,3.83,1200
19232,2,6,14.58,1300
19233,,,7.66,1200
19234,5,4,34.83,1200
19235,6,1,14.58,1200
19236,,,12.5,1200
19237,5,9,9.08,1200
19238,,,1.33,1200
19239,,,11.5,1200
19240,,,2.66,1200
19241,,3,7.33,1200
19242,4,7,0.66,1300
19243,2,6,7.91,1200
19244,4,9,10.41,1200
19245,6,3,3.91,1200
19246,2,6,9.58,1200
19247,6,8,26.5,1300
19248,4,6,4.75,1200
19249,3,5,15.66,1300
19250,7,6,6.91,1200
19251,,,5.41,1200
19252,3,6,6.91,1200
19253,,,3.08,1200
19254,4,9,10.5,1200
19255,3,9,9.58,1200
19256,4,6,19.08,1200
19257,4,7,8.58,1200
19258,5,9,22.08,1200
19259,,,0.16,1200
19260,4,6,6.08,1200
19261,4,3,20.25,1200
19262,,1,8.5,1300
19263,,,5.58,1200
19264,7,5,8.5,1300
19265,5,7,16.75,1300
19266,5,6,3.83,1200
19267,3,8,5.91,1200
19268,2,9,7.16,1200
19269,3,6,14.33,1200
19270,2,7,5,1200
19271,3,5,1.83,1100
19272,7,9,7.25,1200
19273,3,9,7.08,1200
19274,6,9,0.91,1200
19275,5,6,10.5,1200
19276,,,4.58,1200
19277,4,5,3.83,1200
19278,5,6,17.25,1200
19279,2,9,7,1200
19280,3,7,12.41,1300
19281,5,5,3.91,1200
19282,6,4,5,1200
19283,7,7,9,1200
19284,5,5,1.16,1200
19285,4,7,9.75,1200
19286,,,4.33,1200
19287,2,9,7.58,1200
19288,3,5,3.75,1200
19289,6,8,5.41,1200
19290,2,7,2.58,1200
19291,,,7.33,1200
19292,2,7,13.16,1200
19293,,,31,1100
19294,6,4,34.16,1100
19295,,,3.25,1200
19296,4,7,9.16,1200
19297,,,1.66,1300
19298,4,6,10.75,1200
19299,4,9,16.66,1200
19300,2,3,9.33,1200
19301,4,5,3,1300
19302,,,6.33,1200
19303,5,8,8.58,1200
19304,3,6,12,1200
19305,,,2.25,1200
19306,3,3,11.5,1200
19307,6,9,5.08,1200
19308,4,4,6.25,1300
19309,,,1.5,1200
19310,4,3,2.66,1200
19311,3,7,2,1300
19312,,,6.58,1100
19313,3,5,3.58,1200
19314,4,7,12.16,1200
19315,4,8,18.58,1200
19316,4,6,13.58,1300
19317,,,2,1100
19318,5,9,4.41,1200
19319,4,9,3.33,1200
19320,3,5,7.75,1200
19321,,6,19.83,1300
19322,2,3,7.33,1200
19323,,,1.08,1300
19324,,,1.08,1300
19325,3,6,12.41,1200
19326,6,5,27,1200
19327,4,5,9.16,1200
19328,,,13.33,1200
19329,,,17.5,1200
19330,,,4.33,1200
19331,2,,4.5,1200
19332,3,7,0.83,1200
19333,7,7,3.41,1200
19334,6,9,14.83,1200
19335,,,8.41,1200
19336,3,9,6.33,1200
19337,3,7,7.91,1200
19338,,,4.5,1300
19339,5,4,31.25,1200
19340,6,9,5.08,1200
19341,,,1.08,1200
19342,5,4,11.5,1200
19343,7,8,10.16,1200
19344,,,8.16,1200
19345,4,7,17.91,1200
19346,2,4,2.58,1100
19347,7,3,24.08,1200
19348,,,26,1200
19349,2,1,5.75,1200
19350,4,9,13,1200
19351,,,1.91,1200
19352,,,7.33,1300
19353,5,4,23.5,1100
19354,,,7.5,1200
19355,2,9,5.5,1200
19356,5,6,20.08,1100
19357,6,5,10,1300
19358,,,14.08,1200
19359,3,5,13.41,1200
19360,5,7,15.16,1300
19361,6,1,28.41,1200
19362,4,6,9.16,1100
19363,,,11.5,1200
19364,5,6,5.58,1200
19365,3,5,11.5,1300
19366,6,4,9.25,1300
19367,4,6,26.25,1200
19368,,,12.75,1200
19369,5,3,18.66,1200
19370,4,6,1.66,1300
19371,,8,5.75,1200
19372,7,2,27.08,1100
19373,4,7,21.25,1300
19374,,,4.08,1200
19375,7,3,20.75,1200
19376,5,7,30.08,1200
19377,7,6,30.16,1200
19378,3,6,12.25,1200
19379,3,2,19.16,1200
19380,4,8,19.75,1200
19381,2,1,13.33,1200
19382,2,2,8.16,1200
19383,,,9.58,1100
19384,4,3,11.66,1100
19385,2,7,2.41,1200
19386,4,7,24.5,1200
19387,5,4,7.83,1200
19388,2,3,5.08,1200
19389,4,4,11.75,1200
19390,,,29.08,1200
19391,3,9,1.83,1200
19392,7,5,27.75,1200
19393,,,5.5,1100
19394,,,35.66,1100
19395,2,6,2.41,1200
19396,3,6,7.16,1100
19397,3,5,4.75,1200
19398,,,0.91,1200
19399,,,0.33,1300
19400,,,2.5,1100
19401,3,6,8,1200
19402,7,,7.58,1200
19403,6,4,5.66,1200
19404,,,4.5,1200
19405,3,9,10.5,1200
19406,4,6,5.5,1200
